#,Vessel name,IMO,Departure port,Country,Commodity,Metric tons,Departure date,Inspection cleared,Flag code,Development Status,Development Status 2,World Bank Income Classification,Departure week,Departure Month
952,DSM CAPELLA,9271511,Chornomorsk,Türkiye,Corn,30000,5/17/2023,,:tr:,developing,other developing,Upper middle income,21,May
951,SEAEAGLE,9153056,Odesa,Saudi Arabia,Corn,62000,5/16/2023,,:sa:,developing,other developing,High income,21,May
950,K SUKRET,9571442,Odesa,Morocco,Sunflower meal,19800,5/15/2023,5/17/2023,:ma:,developing,other developing,Lower middle income,21,May
949,MASTRO MITROS,9228071,Odesa,Egypt,Corn,32611,5/14/2023,,:eg:,developing,other developing,Lower middle income,20,May
949,MASTRO MITROS,9228071,Odesa,Egypt,Soya beans,8704,5/14/2023,,:eg:,developing,other developing,Lower middle income,19,May
948,DENIZ M (WFP),9450703,Odesa,Sudan,Wheat,30000,5/14/2023,,:sd:,developing,least developed,Low income,19,May
947,PACIFIC ROSE,9299460,Chornomorsk,Türkiye,Wheat,26250,5/12/2023,5/17/2023,:tr:,developing,other developing,Upper middle income,19,May
946,NAVIOS HOPE,9328558,Odesa,China,Barley,62000,5/12/2023,5/16/2023,:cn:,developing,other developing,Upper middle income,19,May
945,QUEEN LILA,9303376,Yuzhny/Pivdennyi,Egypt,Corn,30450,5/11/2023,5/16/2023,:eg:,developing,other developing,Lower middle income,19,May
944,MARIA,9041772,Odesa,Spain,Wheat,20721,5/11/2023,5/16/2023,:es:,developed,developed,High income,19,May
943,AG VALOR,9312327,Odesa,Egypt,Corn,10351,5/11/2023,5/16/2023,:eg:,developing,other developing,Lower middle income,19,May
943,AG VALOR,9312327,Odesa,Egypt,Wheat,15999,5/11/2023,5/16/2023,:eg:,developing,other developing,Lower middle income,19,May
942,LADY ZEHMA,9303431,Chornomorsk,Egypt,Corn,19350,5/10/2023,5/15/2023,:eg:,developing,other developing,Lower middle income,19,May
942,LADY ZEHMA,9303431,Chornomorsk,Egypt,Wheat,10650,5/10/2023,5/15/2023,:eg:,developing,other developing,Lower middle income,19,May
941,ENEIDA,9198381,Chornomorsk,Spain,Corn,41105,5/10/2023,5/17/2023,:es:,developed,developed,High income,19,May
940,MAHA JACQUELINE,9185073,Chornomorsk,Spain,Corn,64229,5/9/2023,5/15/2023,:es:,developed,developed,High income,19,May
939,WADI ALKARM,9460760,Yuzhny/Pivdennyi,China,Corn,10027,5/8/2023,5/14/2023,:cn:,developing,other developing,Upper middle income,19,May
939,WADI ALKARM,9460760,Yuzhny/Pivdennyi,China,Sunflower meal,53157,5/8/2023,5/14/2023,:cn:,developing,other developing,Upper middle income,19,May
938,MAGNUM POWER,9488968,Odesa,Bangladesh,Wheat,50000,5/8/2023,5/16/2023,:bd:,developing,least developed,Lower middle income,19,May
937,LUCKY GLORY,9254111,Odesa,China,Corn,64000,5/8/2023,5/15/2023,:cn:,developing,other developing,Upper middle income,19,May
936,NEW VENTURE,9597812,Odesa,Spain,Corn,9500,5/6/2023,5/14/2023,:es:,developed,developed,High income,18,May
936,NEW VENTURE,9597812,Odesa,Spain,Wheat,47800,5/6/2023,5/14/2023,:es:,developed,developed,High income,18,May
936,NEW VENTURE,9597812,Odesa,Spain,Barley,9200,5/6/2023,5/14/2023,:es:,developed,developed,High income,18,May
935,NADA,9197088,Chornomorsk,Spain,Corn,23009,5/6/2023,5/14/2023,:es:,developed,developed,High income,18,May
934,LADY ZEHRA,9309617,Chornomorsk,Spain,Wheat,30000,5/6/2023,5/14/2023,:es:,developed,developed,High income,18,May
933,BELLA JUDI,9595371,Odesa,Tunisia,Corn,32300,5/5/2023,5/14/2023,:tn:,developing,other developing,Lower middle income,18,May
932,TORC,9544683,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,12400,5/4/2023,5/13/2023,:tr:,developing,other developing,Upper middle income,18,May
931,EUROSUN,9546227,Chornomorsk,Türkiye,Corn,32700,5/4/2023,5/13/2023,:tr:,developing,other developing,Upper middle income,18,May
930,SOFIA,9472086,Odesa,Bangladesh,Wheat,54099,5/3/2023,5/14/2023,:bd:,developing,least developed,Lower middle income,18,May
929,BC LARA,9598024,Chornomorsk,Spain,Wheat,33000,5/3/2023,5/13/2023,:es:,developed,developed,High income,18,May
928,ISLANDER,9136565,Chornomorsk,Morocco,Sunflower meal,16927,5/1/2023,5/12/2023,:ma:,developing,other developing,Lower middle income,18,May
927,CHRYSANTHI S,9527441,Chornomorsk,The Netherlands,Corn,63276,5/1/2023,5/13/2023,:nl:,developed,developed,High income,18,May
926,CHAMPION PULA,9341146,Odesa,China,Sunflower oil,39722,5/1/2023,5/13/2023,:cn:,developing,other developing,Upper middle income,18,May
925,FAIA G,9550424,Odesa,Spain,Wheat,27600,4/29/2023,5/12/2023,:es:,developed,developed,High income,17,April
924,ST. DIMITRIOS,9401518,Odesa,China,Corn,67950,4/28/2023,5/11/2023,:cn:,developing,other developing,Upper middle income,17,April
923,NEW VICTORY,9159050,Odesa,Libya,Corn,25500,4/28/2023,5/13/2023,:ly:,developing,other developing,Upper middle income,17,April
922,FATMA SARI,9087233,Chornomorsk,Egypt,Corn,38600,4/28/2023,5/12/2023,:eg:,developing,other developing,Lower middle income,17,April
921,SEA BAZOU,9391141,Yuzhny/Pivdennyi,China,Sunflower oil,19230,4/27/2023,5/12/2023,:cn:,developing,other developing,Upper middle income,17,April
920,RUBYMAR,9138898,Yuzhny/Pivdennyi,Türkiye,Wheat,30322,4/27/2023,5/10/2023,:tr:,developing,other developing,Upper middle income,17,April
919,OCEANMASTER,9641340,Odesa,Kenya,Wheat,49840,4/27/2023,5/12/2023,:ke:,developing,other developing,Lower middle income,17,April
918,AEGEA,9217644,Chornomorsk,The Netherlands,Corn,62640,4/27/2023,5/12/2023,:nl:,developed,developed,High income,17,April
917,MICHALAKIS,9182162,Odesa,Spain,Wheat,43640,4/25/2023,5/11/2023,:es:,developed,developed,High income,17,April
916,AMFITRITI,9463592,Chornomorsk,Spain,Wheat,55000,4/25/2023,5/11/2023,:es:,developed,developed,High income,17,April
915,AKDENIZ M (WFP),9261047,Odesa,Ethiopia,Wheat,30000,4/25/2023,5/11/2023,:et:,developing,least developed,Low income,17,April
914,TRAMP LADY,9286621,Odesa,Spain,Corn,9570,4/23/2023,5/10/2023,:es:,developed,developed,High income,16,April
914,TRAMP LADY,9286621,Odesa,Spain,Barley,8500,4/23/2023,5/10/2023,:es:,developed,developed,High income,16,April
914,TRAMP LADY,9286621,Odesa,Spain,Wheat,47360,4/23/2023,5/10/2023,:es:,developed,developed,High income,16,April
913,ASL YANGPU,9244831,Chornomorsk,China,Corn,65080,4/23/2023,5/10/2023,:cn:,developing,other developing,Upper middle income,16,April
912,KIRAN BOSPHORUS ,9576997,Chornomorsk,China,Sunflower meal,50880,4/22/2023,5/9/2023,:cn:,developing,other developing,Upper middle income,16,April
911,KESTREL S,9489211,Odesa,Italy,Corn,30000,4/22/2023,5/5/2023,:it:,developed,developed,High income,16,April
910,HONORINE,9146974,Yuzhny/Pivdennyi,Lebanon,Wheat,27500,4/22/2023,5/10/2023,:lb:,developing,other developing,Lower middle income,16,April
909,BOSPHORUS ASIA,9250696,Chornomorsk,Türkiye,Wheat,13200,4/22/2023,5/7/2023,:tr:,developing,other developing,Upper middle income,16,April
909,BOSPHORUS ASIA,9250696,Chornomorsk,Türkiye,Corn,11450,4/22/2023,5/7/2023,:tr:,developing,other developing,Upper middle income,16,April
909,BOSPHORUS ASIA,9250696,Chornomorsk,Türkiye,Barley,5950,4/22/2023,5/7/2023,:tr:,developing,other developing,Upper middle income,16,April
908,CPT GEORGIOS S,9262936,Chornomorsk,Germany,Corn,58134,4/21/2023,5/6/2023,:de:,developed,developed,High income,16,April
907,ARGO I ,9583897,Odesa,Spain,Corn,17572,4/21/2023,5/9/2023,:es:,developed,developed,High income,16,April
907,ARGO I ,9583897,Odesa,Spain,Wheat,13972,4/21/2023,5/9/2023,:es:,developed,developed,High income,16,April
906,SUPER BERGKAMP,9409077,Yuzhny/Pivdennyi,China,Corn,52000,4/19/2023,5/3/2023,:cn:,developing,other developing,Upper middle income,16,April
905,AK HALIMA,9217826,Chornomorsk,Italy,Wheat,24006,4/19/2023,5/6/2023,:it:,developed,developed,High income,16,April
904,IKARIA ANGEL,9194397,Odesa,Tunisia,Corn,37300,4/18/2023,5/3/2023,:tn:,developing,other developing,Lower middle income,16,April
903,GLORIA G,9305099,Yuzhny/Pivdennyi,Spain,Corn,57000,4/18/2023,5/3/2023,:es:,developed,developed,High income,16,April
902,ELLINA,9398668,Yuzhny/Pivdennyi,China,Corn,70448,4/18/2023,5/2/2023,:cn:,developing,other developing,Upper middle income,16,April
901,LUCENT,9142215,Odesa,Spain,Corn,43000,4/17/2023,5/1/2023,:es:,developed,developed,High income,16,April
900,GLORIOUS SEA (WFP),9370977,Chornomorsk,Yemen,Wheat,24000,4/17/2023,4/25/2023,:ye:,developing,least developed,Low income,16,April
899,POPI S,9527233,Yuzhny/Pivdennyi,Spain,Wheat,69810,4/16/2023,4/29/2023,:es:,developed,developed,High income,15,April
898,OMICRON ATLAS,9464510,Odesa,China,Corn,65400,4/16/2023,4/30/2023,:cn:,developing,other developing,Upper middle income,15,April
897,FORTUNE PROSPERITY,9303510,Odesa,China,Corn,29220,4/16/2023,4/29/2023,:cn:,developing,other developing,Upper middle income,15,April
897,FORTUNE PROSPERITY,9303510,Odesa,China,Barley,33000,4/16/2023,4/29/2023,:cn:,developing,other developing,Upper middle income,15,April
896,DIAMANTI,9494096,Yuzhny/Pivdennyi,China,Corn,70546,4/16/2023,4/29/2023,:cn:,developing,other developing,Upper middle income,15,April
895,AMANO T,9117832,Chornomorsk,Italy,Corn,25415,4/16/2023,5/1/2023,:it:,developed,developed,High income,15,April
894,SSI NEMESIS,9311529,Chornomorsk,Bangladesh,Wheat,54500,4/15/2023,5/2/2023,:bd:,developing,least developed,Lower middle income,15,April
893,GULMAR,9146962,Odesa,Spain,Wheat,40582,4/13/2023,4/30/2023,:es:,developed,developed,High income,15,April
892,SERVET ANA,9443774,Chornomorsk,Italy,Corn,29400,4/12/2023,4/26/2023,:it:,developed,developed,High income,15,April
891,GREAT VENTURE,9317470,Odesa,Egypt,Corn,65237,4/12/2023,5/1/2023,:eg:,developing,other developing,Lower middle income,15,April
890,CHAMPION ENDURANCE,9288813,Yuzhny/Pivdennyi,India,Sunflower oil,44500,4/12/2023,4/28/2023,:in:,developing,other developing,Lower middle income,15,April
889,IRENE MADIAS,9567154,Chornomorsk,China,Sunflower meal,52000,4/11/2023,4/25/2023,:cn:,developing,other developing,Upper middle income,15,April
889,IRENE MADIAS,9567154,Chornomorsk,China,Barley,10460,4/11/2023,4/25/2023,:cn:,developing,other developing,Upper middle income,15,April
888,OMICRON TITINA,9304277,Yuzhny/Pivdennyi,Portugal,Corn,66196,4/10/2023,4/24/2023,:pt:,developed,developed,High income,15,April
887,DEEP BLUE,9616723,Chornomorsk,China,Sunflower meal,25247,4/10/2023,4/26/2023,:cn:,developing,other developing,Upper middle income,15,April
886,CORNELIA,9216597,Yuzhny/Pivdennyi,Morocco,Sunflower meal,18700,4/10/2023,4/28/2023,:ma:,developing,other developing,Lower middle income,15,April
885,SEA INSPIRATION,9604782,Yuzhny/Pivdennyi,Egypt,Corn,27500,4/9/2023,4/22/2023,:eg:,developing,other developing,Lower middle income,14,April
884,LADY AYSE,9227871,Odesa,Türkiye,Wheat,15500,4/9/2023,4/21/2023,:tr:,developing,other developing,Upper middle income,14,April
883,FALCON S,9329423,Chornomorsk,Türkiye,Barley,20100,4/9/2023,4/23/2023,:tr:,developing,other developing,Upper middle income,14,April
883,FALCON S,9329423,Chornomorsk,Türkiye,Wheat,12300,4/9/2023,4/23/2023,:tr:,developing,other developing,Upper middle income,14,April
882,SUMMER LADY,9184938,Chornomorsk,Spain,Corn,35824,4/8/2023,4/21/2023,:es:,developed,developed,High income,14,April
882,SUMMER LADY,9184938,Chornomorsk,Spain,Wheat,27846,4/8/2023,4/21/2023,:es:,developed,developed,High income,14,April
881,ZHENG HUI,9596105,Yuzhny/Pivdennyi,China,Corn,70230,4/7/2023,4/24/2023,:cn:,developing,other developing,Upper middle income,14,April
880,VERBIER,9529619,Yuzhny/Pivdennyi,Türkiye,Wheat,69135,4/7/2023,4/19/2023,:tr:,developing,other developing,Upper middle income,14,April
879,VALERIO,9244037,Odesa,Libya,Corn,24500,4/7/2023,4/24/2023,:ly:,developing,other developing,Upper middle income,14,April
878,OCEAN ROYAL,9465150,Odesa,China,Corn,52000,4/7/2023,4/20/2023,:cn:,developing,other developing,Upper middle income,14,April
877,KINGFISHER D,9238117,Yuzhny/Pivdennyi,The Netherlands,Soya beans,26820,4/7/2023,4/21/2023,:nl:,developed,developed,High income,14,April
876,GLORIA M,9233868,Chornomorsk,Spain,Corn,26946,4/7/2023,4/21/2023,:es:,developed,developed,High income,14,April
875,CHAMPION TIDE,9112117,Chornomorsk,China,Sunflower oil,40000,4/7/2023,4/20/2023,:cn:,developing,other developing,Upper middle income,14,April
874,NEW HORIZON,9290701,Chornomorsk,China,Corn,65897,4/6/2023,4/23/2023,:cn:,developing,other developing,Upper middle income,14,April
873,TQ SAMSUN,9125566,Yuzhny/Pivdennyi,Türkiye,Wheat,41800,4/4/2023,4/14/2023,:tr:,developing,other developing,Upper middle income,14,April
872,CAPE SCOTT,9159737,Odesa,Libya,Corn,28000,4/4/2023,4/19/2023,:ly:,developing,other developing,Upper middle income,14,April
871,AKSON SERIN,9275311,Chornomorsk,Spain,Corn,44000,4/4/2023,4/15/2023,:es:,developed,developed,High income,14,April
870,ADAM A,9114543,Chornomorsk,Italy,Wheat,27550,4/3/2023,4/15/2023,:it:,developed,developed,High income,14,April
869,YING HAO 03,9580481,Odesa,China,Corn,63000,4/2/2023,4/13/2023,:cn:,developing,other developing,Upper middle income,13,April
868,STELIOS B,9452490,Yuzhny/Pivdennyi,Bangladesh,Wheat,57065,4/2/2023,4/13/2023,:bd:,developing,least developed,Lower middle income,13,April
867,NAZMI S,9577769,Odesa,Egypt,Corn,33350,4/2/2023,4/14/2023,:eg:,developing,other developing,Lower middle income,13,April
866,MY LAMA,9339791,Chornomorsk,Spain,Corn,27100,4/2/2023,4/19/2023,:es:,developed,developed,High income,13,April
865,EVINOS,9667928,Yuzhny/Pivdennyi,Iraq,Sunflower oil,45100,4/2/2023,4/13/2023,:iq:,developing,other developing,Upper middle income,13,April
864,IASOS,9233882,Yuzhny/Pivdennyi,Spain,Wheat,34535,4/1/2023,4/13/2023,:es:,developed,developed,High income,13,April
864,IASOS,9233882,Yuzhny/Pivdennyi,Spain,Corn,10000,4/1/2023,4/13/2023,:es:,developed,developed,High income,13,April
863,MENTOR,9340374,Odesa,Italy,Sunflower oil,10400,4/1/2023,4/10/2023,:it:,developed,developed,High income,13,April
862,MAGNUM,9266918,Chornomorsk,Egypt,Wheat,31500,4/1/2023,4/17/2023,:eg:,developing,other developing,Lower middle income,13,April
861,SWORD LION,9136785,Odesa,Türkiye,Wheat,26250,3/31/2023,4/10/2023,:tr:,developing,other developing,Upper middle income,13,March
860,GALAXY,9287156,Odesa,Egypt,Corn,49236,3/31/2023,4/10/2023,:eg:,developing,other developing,Lower middle income,13,March
859,ESNA,9139268,Chornomorsk,China,Corn,61516,3/31/2023,4/10/2023,:cn:,developing,other developing,Upper middle income,13,March
858,SANITA S,9237888,Chornomorsk,Spain,Corn,40500,3/30/2023,4/7/2023,:es:,developed,developed,High income,13,March
857,PS QUEEN,9358319,Yuzhny/Pivdennyi,India,Sunflower oil,42000,3/30/2023,4/9/2023,:in:,developing,other developing,Lower middle income,13,March
856,MISS LAILA,9175913,Odesa,Italy,Corn,22000,3/30/2023,4/8/2023,:it:,developed,developed,High income,13,March
855,XIN YU,9244362,Chornomorsk,Spain,Corn,27671,3/29/2023,4/8/2023,:es:,developed,developed,High income,13,March
855,XIN YU,9244362,Chornomorsk,The Netherlands,Wheat,36471,3/29/2023,4/8/2023,:nl:,developed,developed,High income,13,March
854,SERENITY IBTIHAJ,9364849,Yuzhny/Pivdennyi,Egypt,Corn,26775,3/29/2023,4/8/2023,:eg:,developing,other developing,Lower middle income,13,March
853,SANTA MARIA,9389813,Yuzhny/Pivdennyi,Israel,Corn,44000,3/29/2023,4/9/2023,:il:,developed,developed,High income,13,March
853,SANTA MARIA,9389813,Yuzhny/Pivdennyi,Israel,Wheat,21241,3/29/2023,4/9/2023,:il:,developed,developed,High income,13,March
852,DIAMOND-T,9499371,Yuzhny/Pivdennyi,China,Sunflower oil,25200,3/29/2023,4/8/2023,:cn:,developing,other developing,Upper middle income,13,March
851,THE WISE,9318606,Yuzhny/Pivdennyi,China,Corn,65315,3/27/2023,4/6/2023,:cn:,developing,other developing,Upper middle income,13,March
850,LILA MUNDRA ,9441881,Odesa,Bangladesh,Wheat,54994,3/27/2023,4/6/2023,:bd:,developing,least developed,Lower middle income,13,March
849,RISING LION,9427031,Yuzhny/Pivdennyi,China,Corn,45661,3/26/2023,4/5/2023,:cn:,developing,other developing,Upper middle income,12,March
849,RISING LION,9427031,Yuzhny/Pivdennyi,China,Sunflower meal,17511,3/26/2023,4/5/2023,:cn:,developing,other developing,Upper middle income,12,March
848,HAFINA AXINITE,9719771,Chornomorsk,Iraq,Sunflower oil,30600,3/26/2023,4/5/2023,:iq:,developing,other developing,Upper middle income,12,March
847,ASL ILEANA,9554042,Chornomorsk,Bangladesh,Wheat,54612,3/26/2023,4/6/2023,:bd:,developing,least developed,Lower middle income,12,March
846,NEGMAR CICEK (WFP),9542685,Chornomorsk,Yemen,Wheat,30000,3/25/2023,3/31/2023,:ye:,developing,least developed,Low income,12,March
845,FAIR LADY,9342877,Chornomorsk,Spain,Corn,45044,3/25/2023,4/4/2023,:es:,developed,developed,High income,12,March
845,FAIR LADY,9342877,Chornomorsk,The Netherlands,Wheat,20251,3/25/2023,4/4/2023,:nl:,developed,developed,High income,12,March
844,AT 27,9136539,Chornomorsk,Italy,Corn,25900,3/25/2023,4/6/2023,:it:,developed,developed,High income,12,March
843,ABK TIGER,9263760,Odesa,Egypt,Soya beans,27000,3/25/2023,4/2/2023,:eg:,developing,other developing,Lower middle income,12,March
842,RIZABEY,9197117,Chornomorsk,Italy,Corn,6522,3/24/2023,4/2/2023,:it:,developed,developed,High income,12,March
842,RIZABEY,9197117,Chornomorsk,Italy,Soya beans,15746,3/24/2023,4/2/2023,:it:,developed,developed,High income,12,March
841,NERAKI,9145712,Odesa,Tunisia,Corn,27000,3/24/2023,4/4/2023,:tn:,developing,other developing,Lower middle income,12,March
840,AMARILLO,9180011,Odesa,Egypt,Corn,27000,3/24/2023,4/4/2023,:eg:,developing,other developing,Lower middle income,12,March
839,TAILWINDS,9283992,Yuzhny/Pivdennyi,China,Corn,66000,3/23/2023,3/30/2023,:cn:,developing,other developing,Upper middle income,12,March
838,MR TRADER,9084255,Odesa,Türkiye,Wheat,17200,3/23/2023,4/3/2023,:tr:,developing,other developing,Upper middle income,12,March
837,MOAYAD Y,9135482,Yuzhny/Pivdennyi,Türkiye,Peas,22800,3/23/2023,4/2/2023,:tr:,developing,other developing,Upper middle income,12,March
836,JAOHAR ADAM,9276743,Yuzhny/Pivdennyi,Italy,Corn,27500,3/23/2023,4/1/2023,:it:,developed,developed,High income,12,March
835,DS MANATEE,9255189,Odesa,Morocco,Sunflower meal,19800,3/23/2023,3/31/2023,:ma:,developing,other developing,Lower middle income,12,March
834,IOANNIS THEO,9565170,Odesa,Viet Nam,Wheat,52000,3/22/2023,4/3/2023,:vn:,developing,other developing,Lower middle income,12,March
833,DENIZ M (WFP),9450703,Odesa,Ethiopia,Wheat,30000,3/22/2023,4/1/2023,:et:,developing,least developed,Low income,12,March
832,BC CALLISTO,9400916,Odesa,Algeria,Wheat,30450,3/22/2023,3/29/2023,:dz:,developing,other developing,Lower middle income,12,March
831,LUGANO,9132662,Odesa,Egypt,Corn,26200,3/21/2023,4/4/2023,:eg:,developing,other developing,Lower middle income,12,March
830,LADY JAMILA,9316983,Chornomorsk,Egypt,Corn,32000,3/21/2023,3/29/2023,:eg:,developing,other developing,Lower middle income,12,March
829,NEW ISLAND,9258349,Chornomorsk,Spain,Corn,42000,3/20/2023,3/29/2023,:es:,developed,developed,High income,12,March
828,AQUA LADY,9288435,Yuzhny/Pivdennyi,China,Corn,47000,3/20/2023,3/29/2023,:cn:,developing,other developing,Upper middle income,12,March
828,AQUA LADY,9288435,Yuzhny/Pivdennyi,China,Barley,18400,3/20/2023,3/29/2023,:cn:,developing,other developing,Upper middle income,12,March
827, SSI PRIDE,9250579,Chornomorsk,Spain,Wheat,47000,3/19/2023,3/28/2023,:es:,developed,developed,High income,11,March
826,DS SOFIE BULKER,9310604,Yuzhny/Pivdennyi,United Kingdom,Sunflower meal,25000,3/19/2023,3/28/2023,:gb:,developed,developed,High income,11,March
825,LEDA C,9583768,Chornomorsk,China,Corn,66564,3/18/2023,3/24/2023,:cn:,developing,other developing,Upper middle income,11,March
824,DINA T,9303388,Odesa,Tunisia,Corn,30050,3/18/2023,4/1/2023,:tn:,developing,other developing,Lower middle income,11,March
823,STEFANOS T,9583744,Chornomorsk,China,Sunflower meal,62309,3/17/2023,3/27/2023,:cn:,developing,other developing,Upper middle income,11,March
822,PROTECTOR ST. RAPHAEL,9583615,Chornomorsk,China,Corn,52438,3/17/2023,3/27/2023,:cn:,developing,other developing,Upper middle income,11,March
821,CAPTAIN P.EGGLEZOS ,9332224,Yuzhny/Pivdennyi,Portugal,Corn,65585,3/17/2023,4/3/2023,:pt:,developed,developed,High income,11,March
820,BLUE BEAD,9171113,Odesa,Libya,Corn,27000,3/17/2023,3/27/2023,:ly:,developing,other developing,Upper middle income,11,March
820,BLUE BEAD,9171113,Odesa,Libya,Sunflower meal,2700,3/17/2023,3/27/2023,:ly:,developing,other developing,Upper middle income,11,March
819,NAHIDE M,9116319,Chornomorsk,Türkiye,Wheat,26250,3/16/2023,3/26/2023,:tr:,developing,other developing,Upper middle income,11,March
818,EVANGELISTRIA,9383857,Yuzhny/Pivdennyi,The Netherlands,Corn,66000,3/16/2023,3/23/2023,:nl:,developed,developed,High income,11,March
817,YASA UNITY,9296262,Yuzhny/Pivdennyi,Spain,Wheat,38678,3/15/2023,3/25/2023,:es:,developed,developed,High income,11,March
817,YASA UNITY,9296262,Yuzhny/Pivdennyi,Spain,Corn,27977,3/15/2023,3/25/2023,:es:,developed,developed,High income,11,March
816,TELERI M,9648867,Odesa,United Arab Emirates,Wheat,52800,3/15/2023,3/23/2023,:ae:,developing,other developing,High income,11,March
815,FRANCESCO CORRADO,9314636,Odesa,China,Corn,29025,3/15/2023,3/24/2023,:cn:,developing,other developing,Upper middle income,11,March
815,FRANCESCO CORRADO,9314636,Odesa,China,Barley,35063,3/15/2023,3/24/2023,:cn:,developing,other developing,Upper middle income,11,March
814,YASA TEAM,9296250,Odesa,China,Corn,64000,3/14/2023,3/25/2023,:cn:,developing,other developing,Upper middle income,11,March
813,OCEANIC LEADER,9300283,Chornomorsk,The Netherlands,Corn,48000,3/14/2023,3/28/2023,:nl:,developed,developed,High income,11,March
812,NAVIOS ORBITER,9286865,Yuzhny/Pivdennyi,Spain,Corn,67157,3/14/2023,3/23/2023,:es:,developed,developed,High income,11,March
811,GREENER,9618616,Chornomorsk,China,Sunflower meal,29870,3/14/2023,3/26/2023,:cn:,developing,other developing,Upper middle income,11,March
811,GREENER,9618616,Chornomorsk,China,Corn,10500,3/14/2023,3/26/2023,:cn:,developing,other developing,Upper middle income,11,March
810,CHRISTINA,9584188,Yuzhny/Pivdennyi,Spain,Corn,31150,3/14/2023,3/22/2023,:es:,developed,developed,High income,11,March
809,CHEM HERO,9402823,Odesa,Spain,Sunflower oil,15300,3/14/2023,3/17/2023,:es:,developed,developed,High income,11,March
808,ZHENG RUN,9593816,Odesa,Spain,Corn,66000,3/13/2023,3/21/2023,:es:,developed,developed,High income,11,March
807,K SUKRET,9571442,Chornomorsk,Türkiye,Wheat,31300,3/13/2023,3/21/2023,:tr:,developing,other developing,Upper middle income,11,March
806,IOLCOS FIGHTER,9664964,Chornomorsk,China,Corn,63260,3/13/2023,3/25/2023,:cn:,developing,other developing,Upper middle income,11,March
805,ZHENG KAI,9593787,Yuzhny/Pivdennyi,China,Barley,35548,3/11/2023,3/19/2023,:cn:,developing,other developing,Upper middle income,10,March
805,ZHENG KAI,9593787,Yuzhny/Pivdennyi,China,Corn,32155,3/11/2023,3/19/2023,:cn:,developing,other developing,Upper middle income,10,March
804,INTEGRALE,9673202,Yuzhny/Pivdennyi,China,Corn,66970,3/11/2023,3/20/2023,:cn:,developing,other developing,Upper middle income,10,March
803,LADY LAGUNA,9354040,Chornomorsk,Libya,Barley,15500,3/10/2023,3/19/2023,:ly:,developing,other developing,Upper middle income,10,March
802,LAAX,9512355,Odesa,The Netherlands,Corn,29800,3/10/2023,3/19/2023,:nl:,developed,developed,High income,10,March
802,LAAX,9512355,Odesa,The Netherlands,Rapeseed,6800,3/10/2023,3/19/2023,:nl:,developed,developed,High income,10,March
802,LAAX,9512355,Odesa,The Netherlands,Soya beans,30400,3/10/2023,3/19/2023,:nl:,developed,developed,High income,10,March
801,DAYTONA DYNAMIC,8914726,Chornomorsk,United Kingdom,Sunflower seed,15100,3/10/2023,3/20/2023,:gb:,developed,developed,High income,10,March
800,LADY MERAL,9311311,Odesa,Italy,Corn,28200,3/9/2023,3/25/2023,:it:,developed,developed,High income,10,March
799,CAPTAIN V. MADIAS,9617351,Yuzhny/Pivdennyi,Portugal,Corn,70530,3/9/2023,3/25/2023,:pt:,developed,developed,High income,10,March
798,BELLA JUDI,9595371,Chornomorsk,Italy,Corn,33000,3/9/2023,3/18/2023,:it:,developed,developed,High income,10,March
797,ANDREA VICTORY,9288849,Yuzhny/Pivdennyi,China,Sunflower oil,44072,3/9/2023,3/17/2023,:cn:,developing,other developing,Upper middle income,10,March
796,LADY ZEHMA,9303431,Chornomorsk,Spain,Corn,30000,3/8/2023,3/17/2023,:es:,developed,developed,High income,10,March
795,GAT FEELING,9467615,Yuzhny/Pivdennyi,Spain,Wheat,28300,3/8/2023,3/16/2023,:es:,developed,developed,High income,10,March
795,GAT FEELING,9467615,Yuzhny/Pivdennyi,Spain,Corn,4400,3/8/2023,3/16/2023,:es:,developed,developed,High income,10,March
794,SANTORINI ISLAND,9393618,Chornomorsk,Spain,Wheat,44000,3/7/2023,3/15/2023,:es:,developed,developed,High income,10,March
793,KARTERIA,9236092,Yuzhny/Pivdennyi,Türkiye,Soya beans,44000,3/7/2023,3/16/2023,:tr:,developing,other developing,Upper middle income,10,March
792,AG VALOR,9312327,Odesa,Spain,Corn,26750,3/7/2023,3/17/2023,:es:,developed,developed,High income,10,March
791,WINNER,9305087,Odesa,Saudi Arabia,Wheat,62209,3/6/2023,3/9/2023,:sa:,developing,other developing,High income,10,March
790,PANJALI TEYMUROV,9575333,Yuzhny/Pivdennyi,Türkiye,Sunflower oil,6300,3/6/2023,3/15/2023,:tr:,developing,other developing,Upper middle income,10,March
789,PANGEO,9467873,Yuzhny/Pivdennyi,Yemen,Wheat,53300,3/5/2023,3/13/2023,:ye:,developing,least developed,Low income,9,March
788,IDC DIAMOND,9364825,Odesa,Bangladesh,Wheat,49500,3/5/2023,3/13/2023,:bd:,developing,least developed,Lower middle income,9,March
787,GRAECIA UNIVERSALIS,9295127,Yuzhny/Pivdennyi,China,Corn,64885,3/5/2023,3/15/2023,:cn:,developing,other developing,Upper middle income,9,March
786,CHOLA MELODY,9238296,Odesa,China,Corn,64980,3/5/2023,3/14/2023,:cn:,developing,other developing,Upper middle income,9,March
